class,filename,xmin,ymin,xmax,ymax,height,width
room,856_1.png,1914,673,2165,729,56,251
room,856_1.png,2310,616,2343,638,22,33
room,856_1.png,2434,617,2470,640,23,36
room,856_1.png,2553,619,2588,638,19,35
room,856_1.png,2707,614,2739,635,21,32
room,856_1.png,2576,666,2725,737,71,149
room,856_1.png,2745,672,2770,723,51,25
room,856_1.png,2381,685,2414,707,22,33
room,856_1.png,2508,1240,2632,1342,102,124
room,856_1.png,2048,1242,2176,1342,100,128
room,856_1.png,1578,1244,1706,1349,105,128
room,856_1.png,1130,1249,1241,1345,96,111
room,857_1.png,1500,1241,1662,1294,53,162
room,858_1.png,1575,844,1731,926,82,156
room,858_1.png,916,583,1037,635,52,121
room,858_1.png,912,684,1040,734,50,128
room,858_1.png,1029,1066,1170,1119,53,141
room,858_1.png,916,894,994,940,46,78
room,858_1.png,1005,891,1126,940,49,121
room,858_1.png,1310,987,1429,1053,66,119
room,859_1.png,1752,786,1907,849,63,155
room,859_1.png,1626,1102,1788,1163,61,162
room,859_1.png,987,1104,1134,1165,61,147
room,859_1.png,1345,733,1492,800,67,147
room,859_1.png,1190,796,1327,857,61,137
room,859_1.png,1187,675,1235,725,50,48
room,859_1.png,971,672,1096,721,49,125
room,859_1.png,970,747,1094,800,53,124
room,859_1.png,993,849,1083,918,69,90
room,860_1.png,2693,667,2754,735,68,61
room,860_1.png,2688,837,2757,905,68,69
room,860_1.png,2697,1010,2748,1085,75,51
room,860_1.png,2695,1200,2749,1271,71,54
room,860_1.png,2691,1500,2761,1590,90,70
room,860_1.png,2432,845,2498,912,67,66
room,860_1.png,2429,1028,2535,1075,47,106
room,860_1.png,2460,1108,2517,1128,20,57
room,860_1.png,2472,1201,2527,1221,20,55
room,860_1.png,2479,1155,2540,1176,21,61
room,860_1.png,2434,1496,2541,1534,38,107
room,860_1.png,2486,1643,2538,1716,73,52
room,860_1.png,1994,674,2060,753,79,66
room,860_1.png,2002,834,2057,914,80,55
room,860_1.png,1987,1119,2072,1215,96,85
room,860_1.png,1738,843,1802,911,68,64
room,860_1.png,2002,1403,2058,1475,72,56
room,860_1.png,1790,1648,1844,1720,72,54
room,860_1.png,1744,1497,1847,1540,43,103
room,860_1.png,1787,1162,1847,1179,17,60
room,860_1.png,1767,1114,1824,1133,19,57
room,860_1.png,1779,1210,1835,1228,18,56
room,860_1.png,1740,1033,1845,1078,45,105
room,860_1.png,1067,746,1122,840,94,55
room,860_1.png,1067,920,1120,999,79,53
room,860_1.png,1045,1049,1152,1086,37,107
room,860_1.png,1075,1118,1136,1139,21,61
room,860_1.png,1093,1164,1155,1184,20,62
room,860_1.png,1085,1210,1142,1230,20,57
room,860_1.png,1056,1506,1159,1542,36,103
room,860_1.png,1098,1657,1147,1724,67,49
room,860_1.png,1275,926,1394,1036,110,119
room,860_1.png,347,1050,462,1091,41,115
room,860_1.png,378,1120,438,1144,24,60
room,860_1.png,402,1166,463,1190,24,61
room,860_1.png,395,1212,452,1234,22,57
room,860_1.png,379,1502,427,1546,44,48
room,860_1.png,603,1101,668,1200,99,65
room,860_1.png,413,1681,466,1730,49,53
room,860_1.png,1309,1409,1364,1484,75,55
room,860_1.png,1306,1635,1364,1703,68,58
room,860_1.png,1996,1624,2064,1707,83,68
room,860_1.png,2596,1348,2859,1781,433,263
room,861_1.png,2695,668,2751,738,70,56
room,861_1.png,2695,834,2747,904,70,52
room,861_1.png,2698,1013,2747,1085,72,49
room,861_1.png,2697,1201,2748,1271,70,51
room,861_1.png,2691,1498,2763,1591,93,72
room,861_1.png,2486,1642,2538,1716,74,52
room,861_1.png,2432,1494,2541,1533,39,109
room,861_1.png,2473,1202,2527,1221,19,54
room,861_1.png,2480,1154,2539,1177,23,59
room,861_1.png,2460,1108,2518,1129,21,58
room,861_1.png,2429,1029,2537,1075,46,108
room,861_1.png,2432,847,2491,913,66,59
room,861_1.png,1999,673,2058,756,83,59
room,861_1.png,1999,839,2058,915,76,59
room,861_1.png,1740,842,1800,909,67,60
room,861_1.png,1738,1031,1845,1077,46,107
room,861_1.png,1992,1121,2064,1211,90,72
room,861_1.png,1767,1113,1825,1133,20,58
room,861_1.png,1788,1160,1847,1180,20,59
room,861_1.png,1781,1209,1836,1228,19,55
room,861_1.png,2000,1402,2057,1474,72,57
room,861_1.png,1744,1497,1846,1539,42,102
room,861_1.png,1788,1647,1847,1721,74,59
room,861_1.png,2001,1631,2059,1703,72,58
room,861_1.png,1284,930,1391,1034,104,107
room,861_1.png,1067,920,1119,997,77,52
room,861_1.png,1046,1046,1151,1087,41,105
room,861_1.png,1076,1119,1135,1139,20,59
room,861_1.png,1092,1165,1156,1184,19,64
room,861_1.png,1087,1210,1142,1230,20,55
room,861_1.png,1053,1503,1158,1543,40,105
room,861_1.png,1310,1410,1360,1482,72,50
room,861_1.png,1305,1633,1365,1704,71,60
room,861_1.png,1091,1653,1154,1728,75,63
room,861_1.png,605,1100,665,1194,94,60
room,861_1.png,351,1053,459,1092,39,108
room,861_1.png,382,1122,439,1143,21,57
room,861_1.png,401,1167,464,1188,21,63
room,861_1.png,397,1215,454,1237,22,57
room,861_1.png,381,1503,427,1548,45,46
room,861_1.png,415,1687,467,1732,45,52
room,861_1.png,313,418,815,465,47,502
room,861_1.png,1065,747,1124,838,91,59
room,862_1.png,2424,1060,2532,1105,45,108
room,862_1.png,2452,1138,2514,1164,26,62
room,862_1.png,2466,1234,2522,1261,27,56
room,862_1.png,2471,1191,2533,1209,18,62
room,862_1.png,2476,1543,2546,1597,54,70
room,862_1.png,2682,962,2755,1049,87,73
room,862_1.png,2688,1253,2752,1340,87,64
room,862_1.png,2692,1437,2750,1518,81,58
room,862_1.png,2611,1525,2744,1546,21,133
room,862_1.png,1729,1063,1833,1111,48,104
room,862_1.png,1757,1143,1815,1165,22,58
room,862_1.png,1780,1194,1839,1212,18,59
room,862_1.png,1774,1238,1828,1258,20,54
room,862_1.png,1735,1534,1837,1577,43,102
room,862_1.png,1933,1238,2107,1322,84,174
room,862_1.png,1001,451,1475,522,71,474
room,862_1.png,1480,641,1553,1841,1200,73
room,862_1.png,909,643,987,1846,1203,78
room,862_1.png,1004,1877,1490,1975,98,486
room,862_1.png,1284,969,1357,1064,95,73
room,862_1.png,1295,1429,1356,1500,71,61
room,862_1.png,1040,1537,1143,1575,38,103
room,862_1.png,1035,1066,1141,1111,45,106
room,862_1.png,1067,1148,1126,1166,18,59
room,862_1.png,1085,1192,1148,1213,21,63
room,862_1.png,1076,1236,1137,1261,25,61
room,862_1.png,607,731,657,804,73,50
room,862_1.png,368,784,419,874,90,51
room,862_1.png,373,952,416,1031,79,43
room,862_1.png,599,970,668,1064,94,69
room,862_1.png,341,1074,449,1118,44,108
room,862_1.png,598,1248,668,1333,85,70
room,862_1.png,374,1152,431,1174,22,57
room,862_1.png,391,1196,454,1216,20,63
room,862_1.png,381,1245,441,1267,22,60
room,862_1.png,345,1540,450,1579,39,105
room,862_1.png,389,1680,447,1757,77,58
room,862_1.png,602,1546,669,1633,87,67
room,863_1.png,1781,1359,1872,1389,30,91
room,863_1.png,1793,1416,1914,1441,25,121
room,863_1.png,1312,1090,1397,1142,52,85
room,863_1.png,1111,1087,1170,1142,55,59
room,863_1.png,1111,1233,1177,1280,47,66
room,863_1.png,625,884,692,960,76,67
room,863_1.png,402,883,453,961,78,51
room,863_1.png,361,1083,470,1125,42,109
room,863_1.png,395,1156,451,1177,21,56
room,863_1.png,412,1202,475,1221,19,63
room,863_1.png,406,1246,465,1272,26,59
room,863_1.png,404,1496,498,1546,50,94
room,863_1.png,627,1356,692,1447,91,65
room,863_1.png,626,1085,685,1162,77,59
room,864_1.png,2916,369,2972,461,92,56
room,864_1.png,2641,266,2765,312,46,124
room,864_1.png,1248,1882,1329,1960,78,81
room,864_1.png,1008,1878,1102,1964,86,94
room,864_1.png,770,1878,862,1958,80,92
room,864_1.png,1146,1675,1262,1741,66,116
room,864_1.png,994,1675,1111,1741,66,117
room,864_1.png,840,1673,962,1741,68,122
room,864_1.png,1291,1657,1402,1681,24,111
room,864_1.png,557,1952,645,2025,73,88
room,864_1.png,385,1954,462,2034,80,77
room,864_1.png,345,1574,385,1680,106,40
room,864_1.png,681,158,858,204,46,177
room,865_1.png,2089,1036,2141,1094,58,52
room,865_1.png,2058,1192,2179,1257,65,121
room,865_1.png,2061,1351,2181,1430,79,120
room,865_1.png,1777,1215,1841,1265,50,64
room,865_1.png,1631,1097,1687,1139,42,56
room,865_1.png,2048,1767,2176,1882,115,128
room,865_1.png,1378,1748,1495,1803,55,117
room,865_1.png,1649,1316,1704,1361,45,55
room,866_1.png,1113,1269,1218,1312,43,105
room,866_1.png,1742,1271,1846,1311,40,104
room,866_1.png,2084,1809,2148,1841,32,64
room,866_1.png,1370,1729,1476,1766,37,106
room,867_1.png,1187,521,1243,550,29,56
room,867_1.png,1283,583,1351,635,52,68
room,867_1.png,1434,593,1491,615,22,57
room,867_1.png,1500,593,1564,617,24,64
room,867_1.png,1561,796,1602,832,36,41
room,867_1.png,1484,797,1534,816,19,50
room,867_1.png,1436,798,1472,855,57,36
room,867_1.png,1788,715,1892,775,60,104
room,867_1.png,1317,1347,1386,1397,50,69
room,868_1.png,2031,644,2082,668,24,51
room,868_1.png,2131,634,2161,662,28,30
room,868_1.png,1979,603,2026,625,22,47
room,868_1.png,2278,552,2346,581,29,68
room,868_1.png,1291,976,1429,1045,69,138
room,869_1.png,1019,674,1072,701,27,53
room,869_1.png,938,435,1001,456,21,63
room,869_1.png,1101,433,1165,455,22,64
room,869_1.png,1652,624,1749,647,23,97
room,869_1.png,1112,976,1236,1038,62,124
room,870_1.png,697,558,764,604,46,67
room,870_1.png,986,750,1083,815,65,97
room,870_1.png,986,982,1088,1053,71,102
room,870_1.png,1150,1161,1218,1189,28,68
room,870_1.png,1150,1286,1218,1314,28,68
room,870_1.png,641,1358,753,1421,63,112
room,870_1.png,681,900,801,962,62,120
room,872_1.png,746,1718,800,1736,18,54
room,872_1.png,1359,464,1382,479,15,23
room,872_1.png,1446,418,1470,437,19,24
room,872_1.png,1447,465,1469,485,20,22
room,872_1.png,1494,427,1513,465,38,19
room,872_1.png,1579,426,1601,457,31,22
room,872_1.png,1684,451,1721,461,10,37
room,872_1.png,1629,443,1654,453,10,25
room,872_1.png,1841,447,1892,464,17,51
room,872_1.png,1830,499,1880,511,12,50
room,872_1.png,1630,1685,1680,1703,18,50
room,872_1.png,1538,1691,1576,1704,13,38
room,872_1.png,1567,1722,1608,1740,18,41
room,873_1.png,1300,810,1355,849,39,55
room,873_1.png,1447,699,1490,724,25,43
room,873_1.png,1572,678,1616,706,28,44
room,873_1.png,1372,1023,1418,1037,14,46
room,873_1.png,1467,1010,1508,1028,18,41
room,873_1.png,1600,1277,1643,1303,26,43
room,873_1.png,1842,1453,1883,1479,26,41
room,873_1.png,1648,1678,1694,1708,30,46
room,873_1.png,1806,1684,1844,1710,26,38
room,873_1.png,1839,1748,1890,1774,26,51
room,873_1.png,2010,1708,2055,1736,28,45
room,873_1.png,2278,1635,2316,1659,24,38
room,873_1.png,2263,1248,2298,1268,20,35
room,873_1.png,2196,1260,2224,1275,15,28
room,873_1.png,1283,1114,1339,1147,33,56
room,873_1.png,1311,980,1366,1007,27,55
room,876_1.png,2031,831,2072,852,21,41
room,876_1.png,2234,820,2299,836,16,65
room,876_1.png,2472,817,2526,837,20,54
room,876_1.png,2698,816,2743,835,19,45
room,876_1.png,2888,1168,2938,1187,19,50
room,876_1.png,1863,839,1919,854,15,56
room,876_1.png,910,689,968,709,20,58
room,876_1.png,918,800,997,821,21,79
room,876_1.png,338,678,414,694,16,76
room,876_1.png,328,791,430,810,19,102
room,876_1.png,928,904,972,919,15,44
room,876_1.png,950,993,1040,1009,16,90
room,876_1.png,933,1208,989,1224,16,56
room,876_1.png,1044,1238,1094,1255,17,50
room,876_1.png,939,1297,992,1315,18,53
room,876_1.png,1040,1348,1101,1381,33,61
room,876_1.png,963,1502,1050,1520,18,87
room,876_1.png,671,1426,718,1440,14,47
room,876_1.png,696,1525,746,1537,12,50
room,876_1.png,565,1416,605,1434,18,40
room,876_1.png,440,1402,478,1417,15,38
room,876_1.png,456,1511,529,1525,14,73
room,876_1.png,577,1509,647,1525,16,70
room,876_1.png,2535,1490,2569,1506,16,34
room,876_1.png,2684,1493,2736,1507,14,52
room,876_1.png,2795,1491,2849,1508,17,54
room,876_1.png,2908,1422,2949,1438,16,41
room,877_1.png,532,1101,602,1118,17,70
room,877_1.png,523,1237,593,1246,9,70
room,877_1.png,600,1024,645,1036,12,45
room,877_1.png,623,857,653,868,11,30
room,877_1.png,765,801,809,812,11,44
room,877_1.png,775,891,807,903,12,32
room,877_1.png,890,783,937,798,15,47
room,877_1.png,906,846,954,861,15,48
room,877_1.png,1046,695,1107,709,14,61
room,877_1.png,1024,586,1050,595,9,26
room,877_1.png,1117,584,1174,597,13,57
room,877_1.png,590,702,659,729,27,69
room,877_1.png,795,651,837,663,12,42
room,877_1.png,733,1120,793,1137,17,60
room,877_1.png,2707,701,2772,717,16,65
room,877_1.png,3011,1296,3026,1346,50,15
room,878_1.png,976,567,1023,587,20,47
room,878_1.png,959,678,1022,696,18,63
room,878_1.png,806,565,824,606,41,18
room,878_1.png,803,668,815,718,50,12
room,878_1.png,839,801,887,814,13,48
room,878_1.png,826,840,877,853,13,51
room,878_1.png,939,825,995,838,13,56
room,878_1.png,929,894,979,905,11,50
room,878_1.png,505,770,573,785,15,68
room,878_1.png,612,975,709,991,16,97
room,878_1.png,550,1002,603,1016,14,53
room,878_1.png,781,1146,821,1160,14,40
room,878_1.png,2691,676,2756,704,28,65
room,878_1.png,2943,1260,2960,1312,52,17
room,878_1.png,548,636,601,654,18,53
room,879_1.png,1283,802,1339,820,18,56
room,879_1.png,1417,801,1449,814,13,32
room,879_1.png,1481,801,1547,815,14,66
room,879_1.png,1896,819,1952,835,16,56
room,879_1.png,2054,816,2080,831,15,26
room,879_1.png,2030,1070,2082,1085,15,52
room,879_1.png,1915,1022,1943,1052,30,28
room,879_1.png,2004,1125,2024,1138,13,20
room,879_1.png,1878,1133,1912,1164,31,34
room,879_1.png,1917,1287,1969,1301,14,52
room,879_1.png,2049,1266,2111,1279,13,62
room,879_1.png,1961,1387,2006,1399,12,45
room,879_1.png,1664,1081,1699,1098,17,35
room,879_1.png,1088,1293,1132,1310,17,44
room,879_1.png,1037,1420,1068,1434,14,31
room,879_1.png,1123,1420,1154,1434,14,31
room,879_1.png,1208,1419,1241,1434,15,33
room,879_1.png,852,1479,887,1492,13,35
room,879_1.png,857,1325,880,1339,14,23
room,879_1.png,1423,1231,1462,1248,17,39
room,879_1.png,1104,1632,1129,1667,35,25
room,879_1.png,1940,1563,1976,1579,16,36
room,879_1.png,2260,1993,2294,2009,16,34
room,880_1.png,1972,412,2002,431,19,30
room,880_1.png,1975,588,2002,601,13,27
room,880_1.png,1975,835,2003,851,16,28
room,880_1.png,1970,1037,2022,1055,18,52
room,880_1.png,1690,1033,1736,1050,17,46
room,880_1.png,1338,486,1374,502,16,36
room,880_1.png,1688,441,1726,462,21,38
room,880_1.png,1522,460,1553,479,19,31
room,880_1.png,1289,639,1319,654,15,30
room,880_1.png,1293,822,1319,838,16,26
room,880_1.png,1292,1000,1321,1019,19,29
room,880_1.png,1293,1100,1322,1116,16,29
room,880_1.png,1274,1305,1356,1318,13,82
room,880_1.png,616,1235,641,1252,17,25
room,880_1.png,853,1235,879,1250,15,26
room,880_1.png,1093,1235,1119,1250,15,26
room,880_1.png,1338,1928,1364,1948,20,26
room,880_1.png,1100,1928,1125,1949,21,25
room,880_1.png,381,1931,407,1950,19,26
room,880_1.png,619,1931,647,1949,18,28
room,880_1.png,859,1931,885,1948,17,26
room,880_1.png,1300,1640,1339,1653,13,39
room,880_1.png,519,1572,568,1588,16,49
room,880_1.png,892,1526,921,1541,15,29
room,880_1.png,305,1748,325,1764,16,20
room,880_1.png,1439,1817,1457,1827,10,18
room,880_1.png,1440,1567,1453,1579,12,13
room,880_1.png,1441,1645,1454,1656,11,13
room,880_1.png,1429,1181,1472,1197,16,43
room,880_1.png,1589,1055,1609,1069,14,20
room,880_1.png,1446,1229,1477,1240,11,31
room,880_1.png,1446,720,1467,735,15,21
room,880_1.png,1878,931,1897,948,17,19
room,880_1.png,1876,484,1894,501,17,18
room,881_1.png,1944,448,1971,462,14,27
room,881_1.png,1945,621,1972,635,14,27
room,881_1.png,1947,869,1973,884,15,26
room,881_1.png,1879,950,1924,966,16,45
room,881_1.png,1291,499,1326,514,15,35
room,881_1.png,1262,674,1290,687,13,28
room,881_1.png,1263,809,1289,824,15,26
room,881_1.png,1264,907,1290,923,16,26
room,881_1.png,1264,1036,1290,1051,15,26
room,881_1.png,1265,1135,1291,1150,15,26
room,881_1.png,1660,1067,1703,1083,16,43
room,881_1.png,586,1273,613,1287,14,27
room,881_1.png,827,1273,854,1286,13,27
room,881_1.png,1064,1268,1092,1286,18,28
room,881_1.png,1261,1233,1290,1248,15,29
room,881_1.png,1288,1360,1369,1371,11,81
room,881_1.png,1312,1966,1337,1982,16,25
room,881_1.png,1071,1969,1097,1981,12,26
room,881_1.png,594,1970,621,1983,13,27
room,881_1.png,834,1969,859,1983,14,25
room,881_1.png,354,1973,382,1988,15,28
room,881_1.png,448,1626,495,1637,11,47
room,881_1.png,1460,496,1490,513,17,30
room,881_1.png,1844,521,1862,535,14,18
room,881_1.png,1559,1071,1576,1087,16,17
room,881_1.png,1177,1418,1193,1433,15,16
room,881_1.png,1412,1599,1426,1612,13,14
room,881_1.png,1413,1679,1426,1692,13,13
room,881_1.png,1413,1851,1433,1863,12,20
room,881_1.png,868,1562,887,1575,13,19
room,881_1.png,269,1793,290,1804,11,21
room,881_1.png,1398,1220,1440,1234,14,42
room,881_1.png,1419,1262,1446,1275,13,27
room,881_1.png,509,1421,528,1437,16,19
room,888_1.png,1043,1120,1173,1158,38,130
room,888_1.png,2171,1099,2290,1137,38,119
room,888_1.png,2016,1483,2082,1509,26,66
room,888_1.png,2317,1379,2390,1403,24,73
room,888_1.png,2211,1766,2311,1794,28,100
room,888_1.png,1281,1489,1354,1516,27,73
room,888_1.png,977,1389,1056,1415,26,79
room,888_1.png,1263,1802,1409,1837,35,146
room,889_1.png,2256,1270,2316,1308,38,60
room,889_1.png,1673,1404,1745,1426,22,72
room,889_1.png,1825,1376,1899,1408,32,74
room,889_1.png,1826,1464,1906,1488,24,80
room,889_1.png,1971,1460,2031,1485,25,60
room,889_1.png,2049,1712,2171,1741,29,122
room,889_1.png,866,1266,929,1300,34,63
room,889_1.png,1473,1405,1531,1427,22,58
room,889_1.png,1288,1375,1364,1404,29,76
room,889_1.png,1296,1454,1368,1480,26,72
room,889_1.png,1147,1462,1205,1492,30,58
room,889_1.png,1013,1726,1113,1752,26,100
room,890_1.png,796,909,875,937,28,79
room,890_1.png,1557,888,1657,918,30,100
room,890_1.png,1087,897,1162,927,30,75
room,890_1.png,2003,891,2174,927,36,171
room,890_1.png,1874,1450,1954,1473,23,80
room,890_1.png,1081,1393,1157,1422,29,76
room,890_1.png,982,1718,1063,1749,31,81
room,890_1.png,1944,1731,2042,1754,23,98
room,891_1.png,674,887,760,927,40,86
room,891_1.png,993,879,1075,923,44,82
room,891_1.png,1319,868,1403,908,40,84
room,891_1.png,1672,868,1739,904,36,67
room,891_1.png,1774,1363,1847,1392,29,73
room,891_1.png,996,1411,1074,1435,24,78
room,891_1.png,893,1733,972,1757,24,79
room,891_1.png,1814,1715,1892,1746,31,78
room,892_1.png,670,1161,758,1192,31,88
room,892_1.png,1945,1103,2021,1138,35,76
room,892_1.png,1633,1117,1708,1154,37,75
room,892_1.png,1334,1141,1415,1171,30,81
room,892_1.png,1048,1143,1125,1178,35,77
room,892_1.png,1757,1346,1836,1376,30,79
room,892_1.png,1842,1703,1922,1736,33,80
room,892_1.png,922,1721,1003,1747,26,81
room,892_1.png,1040,1376,1116,1407,31,76
room,893_1.png,784,882,867,917,35,83
room,893_1.png,2033,962,2176,995,33,143
room,893_1.png,1573,1000,1659,1033,33,86
room,893_1.png,1100,882,1177,908,26,77
room,893_1.png,1127,1348,1202,1372,24,75
room,893_1.png,1918,1315,1994,1342,27,76
room,893_1.png,978,1722,1056,1749,27,78
room,893_1.png,1924,1718,2002,1744,26,78
room,894_1.png,681,921,769,948,27,88
room,894_1.png,1001,896,1081,927,31,80
room,894_1.png,1323,866,1401,896,30,78
room,894_1.png,1627,863,1697,896,33,70
room,894_1.png,1942,844,2021,877,33,79
room,894_1.png,912,1725,993,1753,28,81
room,894_1.png,1032,1391,1114,1419,28,82
room,894_1.png,1787,1404,1862,1429,25,75
room,894_1.png,1866,1717,1949,1747,30,83
room,896_1.png,633,787,743,817,30,110
room,896_1.png,1014,810,1076,840,30,62
room,896_1.png,2304,782,2408,817,35,104
room,896_1.png,855,1141,922,1171,30,67
room,896_1.png,513,1510,594,1542,32,81
room,896_1.png,774,1940,838,1969,29,64
room,896_1.png,1212,2020,1321,2057,37,109
room,896_1.png,2478,1497,2552,1527,30,74
room,897_1.png,2537,1394,2593,1422,28,56
room,897_1.png,2340,1779,2445,1810,31,105
room,897_1.png,2139,1592,2213,1623,31,74
room,897_1.png,1997,1552,2067,1574,22,70
room,897_1.png,1994,1654,2070,1676,22,76
room,897_1.png,1974,1924,2045,1949,25,71
room,897_1.png,933,1605,999,1626,21,66
room,897_1.png,1077,1543,1147,1565,22,70
room,897_1.png,1077,1646,1150,1667,21,73
room,897_1.png,795,1936,936,1963,27,141
room,898_1.png,611,930,768,1007,77,157
room,898_1.png,1660,909,1767,1000,91,107
room,898_1.png,2298,899,2445,947,48,147
room,898_1.png,1551,1242,1664,1293,51,113
room,898_1.png,1783,1245,1934,1290,45,151
room,898_1.png,1136,911,1217,954,43,81
room,898_1.png,2042,1574,2181,1614,40,139
room,898_1.png,2554,1736,2592,1763,27,38
room,898_1.png,2578,1918,2631,1968,50,53
room,898_1.png,2110,1892,2301,1943,51,191
room,898_1.png,981,1587,1122,1630,43,141
room,898_1.png,688,1800,721,1819,19,33
room,898_1.png,1211,2043,1253,2059,16,42
room,899_1.png,629,912,700,955,43,71
room,899_1.png,1112,892,1198,947,55,86
room,899_1.png,1567,892,1648,941,49,81
room,899_1.png,2434,904,2517,944,40,83
room,899_1.png,1977,892,2065,944,52,88
room,899_1.png,2017,1564,2159,1617,53,142
room,899_1.png,2113,1952,2203,1993,41,90
room,899_1.png,863,1880,1125,1928,48,262
room,899_1.png,943,1582,1085,1620,38,142
room,900_1.png,640,910,728,964,54,88
room,900_1.png,2460,894,2560,956,62,100
room,900_1.png,1993,894,2109,956,62,116
room,900_1.png,1585,894,1677,952,58,92
room,900_1.png,1122,894,1218,968,74,96
room,900_1.png,2055,1580,2202,1623,43,147
room,900_1.png,2146,1955,2235,2001,46,89
room,900_1.png,968,1585,1115,1630,45,147
room,900_1.png,833,1964,922,2007,43,89
room,901_1.png,583,905,659,954,49,76
room,901_1.png,1065,900,1157,951,51,92
room,901_1.png,1517,895,1604,943,48,87
room,901_1.png,1954,893,2038,943,50,84
room,901_1.png,2407,907,2488,949,42,81
room,901_1.png,2089,1954,2173,1996,42,84
room,901_1.png,1996,1569,2138,1610,41,142
room,901_1.png,905,1584,1050,1624,40,145
room,901_1.png,762,1965,855,2002,37,93
room,902_1.png,557,811,653,867,56,96
room,902_1.png,1314,855,1582,909,54,268
room,902_1.png,2305,897,2457,956,59,152
room,902_1.png,902,1586,1043,1625,39,141
room,902_1.png,1992,1577,2136,1625,48,144
room,902_1.png,2089,1957,2200,2005,48,111
room,902_1.png,755,1960,960,2011,51,205
room,903_1.png,679,935,760,977,42,81
room,903_1.png,1170,921,1248,952,31,78
room,903_1.png,1619,893,1689,946,53,70
room,903_1.png,2034,899,2115,949,50,81
room,903_1.png,2483,907,2567,949,42,84
room,903_1.png,2077,1589,2216,1618,29,139
room,903_1.png,1007,1593,1165,1637,44,158
room,903_1.png,2164,1964,2264,2005,41,100
room,903_1.png,878,1981,968,2026,45,90
room,904_1.png,994,410,1055,429,19,61
room,904_1.png,1078,516,1117,548,32,39
room,904_1.png,865,556,954,591,35,89
room,904_1.png,979,698,1027,749,51,48
room,904_1.png,1091,711,1129,760,49,38
room,904_1.png,789,707,859,743,36,70
room,904_1.png,899,898,965,930,32,66
room,904_1.png,1063,851,1100,887,36,37
room,904_1.png,1055,988,1100,1024,36,45
room,904_1.png,843,1309,900,1323,14,57
room,904_1.png,2661,1084,2705,1126,42,44
room,906_1.png,404,828,512,854,26,108
room,906_1.png,593,807,700,830,23,107
room,906_1.png,880,933,988,988,55,108
room,906_1.png,891,809,996,866,57,105
room,906_1.png,806,822,851,876,54,45
room,906_1.png,1062,808,1160,867,59,98
room,906_1.png,1067,937,1169,980,43,102
room,906_1.png,1276,821,1320,873,52,44
room,906_1.png,1388,903,1495,926,23,107
room,906_1.png,1570,737,1648,759,22,78
room,906_1.png,1549,941,1657,970,29,108
room,906_1.png,1629,841,1678,861,20,49
room,906_1.png,1724,838,1751,941,103,27
room,906_1.png,1889,853,1962,877,24,73
room,906_1.png,2033,838,2081,857,19,48
room,906_1.png,1898,698,1949,720,22,51
room,906_1.png,2026,734,2137,759,25,111
room,906_1.png,2027,886,2075,910,24,48
room,906_1.png,2064,964,2171,995,31,107
room,906_1.png,2664,934,2789,970,36,125
room,906_1.png,2290,836,2412,869,33,122
room,906_1.png,2625,1364,2730,1391,27,105
room,906_1.png,2203,1447,2311,1474,27,108
room,906_1.png,2081,1197,2128,1219,22,47
room,906_1.png,2027,1303,2135,1336,33,108
room,906_1.png,1923,1195,1969,1217,22,46
room,906_1.png,1863,1306,1967,1338,32,104
room,906_1.png,1708,1197,1760,1214,17,52
room,906_1.png,1713,1306,1820,1336,30,107
room,906_1.png,1605,1198,1661,1215,17,56
room,906_1.png,1553,1308,1666,1336,28,113
room,906_1.png,1392,1193,1448,1216,23,56
room,906_1.png,1391,1310,1499,1334,24,108
room,906_1.png,1236,1309,1347,1336,27,111
room,906_1.png,443,1308,550,1333,25,107
room,906_1.png,916,1309,1029,1335,26,113
room,906_1.png,764,1192,815,1218,26,51
room,906_1.png,654,1195,712,1219,24,58
room,906_1.png,767,1306,884,1334,28,117
room,906_1.png,597,1304,709,1336,32,112
room,906_1.png,973,1194,1025,1219,25,52
room,907_1.png,493,835,533,887,52,40
room,907_1.png,661,824,742,879,55,81
room,907_1.png,959,826,1067,850,24,108
room,907_1.png,1107,686,1184,723,37,77
room,907_1.png,1109,771,1160,796,25,51
room,907_1.png,1114,899,1162,923,24,48
room,907_1.png,913,1005,963,1024,19,50
room,907_1.png,1014,1003,1067,1025,22,53
room,907_1.png,1262,833,1309,889,56,47
room,907_1.png,1361,723,1464,776,53,103
room,907_1.png,1533,732,1614,758,26,81
room,907_1.png,1542,899,1618,924,25,76
room,907_1.png,1351,840,1387,856,16,36
room,907_1.png,1362,938,1464,993,55,102
room,907_1.png,1631,701,1679,729,28,48
room,907_1.png,1895,686,1949,710,24,54
room,907_1.png,2044,796,2181,888,92,137
room,907_1.png,1690,680,1723,700,20,33
room,907_1.png,2182,1014,2208,1030,16,26
room,907_1.png,2295,749,2402,777,28,107
room,907_1.png,2235,995,2297,1033,38,62
room,907_1.png,2652,856,2766,885,29,114
room,907_1.png,2654,1252,2781,1289,37,127
room,907_1.png,2245,1298,2386,1327,29,141
room,907_1.png,2024,1304,2133,1359,55,109
room,907_1.png,2029,1192,2079,1213,21,50
room,907_1.png,1921,1187,1971,1210,23,50
room,907_1.png,1872,1300,1975,1359,59,103
room,907_1.png,1709,1301,1814,1357,56,105
room,907_1.png,1553,1299,1663,1360,61,110
room,907_1.png,1713,1186,1762,1207,21,49
